,contrast,dissimilarity,homogeneity,ASM,energy,correlation
20,"[ 254.73685516  513.67346939  336.19965278  555.70219199  774.2358871
  513.67346939 1005.99546371  555.70219199 1346.20747951 1381.08740895
 1675.02407787 1465.84599376 1892.69661458 2231.79951626 2294.58125
 2286.88040849]","[ 6.91493056 10.11186697  8.27703373 10.50642479 12.27520161 10.11186697
 14.4375     10.50642479 16.63473361 17.38293444 19.53022541 17.66493236
 20.58932292 23.6855684  23.8625     23.71459285]","[0.58429652 0.54628479 0.56764987 0.54630547 0.53866104 0.54628479
 0.52990403 0.54630547 0.51922407 0.50410351 0.50375691 0.50922553
 0.49933971 0.46980977 0.48469219 0.47334872]","[0.23364658 0.21336071 0.22686268 0.2127155  0.20833185 0.21336071
 0.2031377  0.2127155  0.19504625 0.18525959 0.18709072 0.18844063
 0.18323405 0.16257322 0.17287042 0.16819166]","[0.48337002 0.46190985 0.47630104 0.46121091 0.45643384 0.46190985
 0.450708   0.46121091 0.44164041 0.43041793 0.43253984 0.43409748
 0.42805847 0.4032037  0.41577688 0.41011177]","[0.9602365  0.92065674 0.94751966 0.91416488 0.88042835 0.92065674
 0.84463504 0.91416488 0.79431773 0.79111267 0.74408166 0.77829307
 0.71396207 0.66943132 0.65320709 0.66127289]"
21,"[ 210.62276786  464.20307382  307.98040675  475.32325523  628.03780242
  464.20307382  905.38508065  475.32325523 1068.74641393 1228.68106139
 1452.77330943 1237.75702393 1521.87421875 1965.77989788 1933.97994792
 1964.78554152]","[ 6.60292659  9.99848828  7.94866071 10.04837491 11.28729839  9.99848828
 13.93447581 10.04837491 14.99385246 16.79656608 18.18775615 16.72476587
 18.63932292 22.61730718 22.24765625 22.47809729]","[0.55856528 0.52571276 0.55162157 0.52258791 0.51003489 0.52571276
 0.50367054 0.52258791 0.48247956 0.47647086 0.47748979 0.47844222
 0.46039651 0.43761072 0.453664   0.44315704]","[0.18562007 0.17122006 0.18610589 0.17039063 0.16189153 0.17122006
 0.16153726 0.17039063 0.14606853 0.14520217 0.14734481 0.14683572
 0.13288778 0.12319504 0.13423977 0.1259358 ]","[0.43083648 0.41378746 0.43139992 0.412784   0.40235746 0.41378746
 0.40191698 0.412784   0.38218913 0.38105402 0.38385519 0.3831915
 0.36453776 0.35099152 0.36638746 0.35487434]","[0.97085386 0.93638459 0.95738187 0.93486065 0.9139451  0.93638459
 0.87594752 0.93486065 0.85500112 0.83484718 0.80290925 0.83362723
 0.79556948 0.74076478 0.74021785 0.74089587]"
22,"[ 117.31696429  219.12370874  146.77678571  240.39606954  322.69758065
  219.12370874  414.0141129   240.39606954  531.44595287  558.36212279
  683.66854508  611.38969823  759.81510417  934.4399355   965.94114583
 1005.62563827]","[ 3.48511905  5.0430839   4.08184524  5.28495843  5.98689516  5.0430839
  7.27368952  5.28495843  8.22669057  8.84443288  9.83401639  9.2950052
 10.4        12.36253695 12.13645833 12.83284063]","[0.74707909 0.72483963 0.73862418 0.72306018 0.71577083 0.72483963
 0.70224513 0.72306018 0.69225712 0.68392003 0.68337239 0.68077562
 0.67424448 0.65216735 0.66575246 0.65227434]","[0.43807784 0.41771963 0.4320979  0.4157991  0.41181887 0.41771963
 0.39938294 0.4157991  0.38870639 0.37764152 0.37927866 0.3749349
 0.36977892 0.34123207 0.36004951 0.34464609]","[0.66187449 0.64631233 0.65734154 0.64482486 0.64173115 0.64631233
 0.63196752 0.64482486 0.62346322 0.61452544 0.61585604 0.61231928
 0.6080945  0.58415073 0.60004125 0.58706566]","[0.95872888 0.923916   0.94836516 0.91652982 0.88797714 0.923916
 0.8562763  0.91652982 0.81798025 0.8111836  0.7658447  0.79325174
 0.74328984 0.69233028 0.67365715 0.66889198]"
23,"[132.17361111 241.09196271 154.53323413 246.28470648 320.61945565
 241.09196271 395.53931452 246.28470648 471.05481557 502.89958377
 587.76357582 539.27575442 616.8703125  727.18597151 790.82760417
 785.83955926]","[ 3.62450397  5.0813807   4.07738095  5.2345679   5.87046371  5.0813807
  6.84324597  5.2345679   7.58965164  7.91311134  8.74410861  8.41675338
  9.16510417 10.26578877 10.39947917 10.74737974]","[0.75799216 0.74119509 0.7548103  0.74272354 0.72713282 0.74119509
 0.72319499 0.74272354 0.70765003 0.70350779 0.69887733 0.69921718
 0.68818979 0.67047609 0.67862218 0.66764647]","[0.45110557 0.43405421 0.45039436 0.43434837 0.42249488 0.43405421
 0.41835859 0.43434837 0.40199588 0.39180376 0.39249427 0.39172282
 0.38266439 0.35765968 0.37322727 0.35800086]","[0.67164393 0.6588279  0.67111427 0.65905112 0.64999606 0.6588279
 0.64680645 0.65905112 0.63403145 0.6259423  0.62649363 0.62587764
 0.61859873 0.59804655 0.61092329 0.59833173]","[0.95886965 0.92596758 0.95191168 0.92437303 0.90156974 0.92596758
 0.87856762 0.92437303 0.85735722 0.84967592 0.82201127 0.83880255
 0.81578069 0.78846528 0.76382643 0.77140322]"
24,"[ 154.30555556  306.40312421  199.79662698  297.96321492  406.85887097
  306.40312421  534.60811492  297.96321492  635.51716189  699.05593132
  844.76972336  698.47788762  857.17057292 1075.55872077 1115.1984375
 1077.05563021]","[ 3.95089286  5.77626606  4.70238095  5.79138322  6.63709677  5.77626606
  8.2265625   5.79138322  8.94134221  9.82023933 11.07248975  9.76352758
 11.11744792 13.16527815 13.37395833 13.11797904]","[0.75570702 0.73627032 0.75067725 0.73851541 0.7299791  0.73627032
 0.72257525 0.73851541 0.71095144 0.70174671 0.70164014 0.70275462
 0.69574255 0.67462762 0.6868423  0.67705218]","[0.46110887 0.44286119 0.45980371 0.44807595 0.43800187 0.44286119
 0.43598397 0.44807595 0.42009509 0.40735064 0.41460366 0.41334888
 0.40652805 0.38035241 0.39891561 0.3861296 ]","[0.67904998 0.66547816 0.67808828 0.66938476 0.6618171  0.66547816
 0.66029082 0.66938476 0.64814743 0.63824027 0.64389725 0.64292214
 0.63759552 0.61672718 0.63159766 0.62139327]","[0.94772578 0.8975338  0.93231474 0.90035624 0.86396786 0.8975338
 0.82125669 0.90035624 0.79032712 0.7722544  0.72128951 0.77244272
 0.72098463 0.65870159 0.63699363 0.65822659]"
25,"[ 204.3187004   397.31317712  255.79637897  407.62459058  591.26537298
  397.31317712  737.81980847  407.62459058  987.0204918   994.79968783
 1187.81096311 1035.85327784 1340.67526042 1532.68691212 1554.33984375
 1569.3598495 ]","[ 6.52703373  9.14184933  7.41493056  9.28344671 11.15045363  9.14184933
 12.76940524  9.28344671 14.77356557 15.21592092 16.71567623 15.37148803
 17.89088542 19.94625101 20.00182292 20.1918839 ]","[0.56290899 0.53050979 0.54877672 0.52853978 0.51564563 0.53050979
 0.5050426  0.52853978 0.48690112 0.47933395 0.48219418 0.48593181
 0.45964642 0.44330346 0.45718242 0.44745327]","[0.20750415 0.18872776 0.20181886 0.18908134 0.17890363 0.18872776
 0.17724266 0.18908134 0.16148961 0.15834588 0.16236815 0.16423679
 0.14528863 0.13612586 0.14990343 0.14089711]","[0.45552624 0.43442808 0.44924254 0.43483484 0.42297001 0.43442808
 0.42100198 0.43483484 0.4018577  0.39792698 0.40294931 0.40526139
 0.38116745 0.36895238 0.38717364 0.37536264]","[0.96629607 0.93509681 0.95780625 0.93341236 0.90342238 0.93509681
 0.87949605 0.93341236 0.84035976 0.84060898 0.80791452 0.83403112
 0.78528525 0.75905637 0.75113392 0.75329113]"
26,"[ 170.17063492  302.52154195  183.63888889  302.43386243  442.13306452
  302.52154195  465.80493952  302.43386243  662.97745902  671.04318418
  686.98078893  676.67169615  852.77994792  972.67643107  883.23020833
 1005.81644719]","[ 4.76240079  6.55580751  5.17509921  6.65810028  7.99193548  6.55580751
  8.56854839  6.65810028 10.19313525 10.42455775 10.95414959 10.75858481
 12.06067708 13.5493147  12.86197917 13.92233271]","[0.70566397 0.68503866 0.69850069 0.68560243 0.67662372 0.68503866
 0.67214583 0.68560243 0.66030491 0.65625192 0.65145517 0.65064775
 0.64299878 0.62479676 0.6352127  0.62351698]","[0.41600455 0.40037495 0.41476386 0.40248249 0.39460543 0.40037495
 0.3926819  0.40248249 0.37516823 0.36982835 0.37436645 0.36964982
 0.35675591 0.3371832  0.35670966 0.33948411]","[0.64498415 0.63275189 0.64402163 0.63441508 0.62817627 0.63275189
 0.62664336 0.63441508 0.61250978 0.60813514 0.61185493 0.60798834
 0.59729048 0.58067478 0.59725176 0.58265265]","[0.94767785 0.90809312 0.94353678 0.90811975 0.86570445 0.90809312
 0.85851424 0.90811975 0.80108826 0.80099824 0.79388597 0.79932907
 0.74730582 0.71844864 0.73828208 0.70885592]"
27,"[ 186.13988095  386.86671706  226.24652778  370.99420509  561.96522177
  386.86671706  672.18271169  370.99420509  977.67827869 1040.72242456
 1119.66777664 1016.394641   1403.87057292 1686.38511153 1571.01588542
 1685.30690675]","[ 5.47767857  8.19198791  6.2718254   8.10330058  9.75        8.19198791
 11.10105847  8.10330058 13.36782787 14.12096774 14.94441598 14.14698231
 16.82786458 19.20585864 18.55859375 19.49019081]","[0.64886514 0.61671837 0.63646836 0.61545112 0.60651769 0.61671837
 0.59620495 0.61545112 0.58206313 0.5767045  0.57282779 0.57413159
 0.56070817 0.5479098  0.551113   0.54016116]","[0.31165261 0.29356087 0.30787615 0.29316108 0.28504663 0.29356087
 0.27917303 0.29316108 0.2669581  0.26332604 0.2598399  0.26130795
 0.25040894 0.23950911 0.24397827 0.23515502]","[0.55825855 0.54181258 0.55486589 0.54144351 0.53389758 0.54181258
 0.52836827 0.54144351 0.51667988 0.51315303 0.50974493 0.51118289
 0.50040877 0.48939668 0.49394157 0.48492785]","[0.9609846  0.91983056 0.95257864 0.92311978 0.8835651  0.91983056
 0.86072914 0.92311978 0.79978053 0.78920598 0.77070048 0.79413347
 0.71585561 0.66613812 0.68202696 0.66635158]"
28,"[ 269.9890873   519.99848828  307.93105159  525.11211892  805.53679435
  519.99848828  920.69329637  525.11211892 1363.47156762 1361.51742976
 1516.80199795 1385.37955255 1876.30703125 2142.95135716 2041.9484375
 2157.01370599]","[ 7.37202381 10.39606954  8.02281746 10.43789368 12.92842742 10.39606954
 14.20740927 10.43789368 17.20824795 17.60639958 18.98335041 17.74219563
 21.03776042 23.67105617 22.9125     23.51195915]","[0.58279598 0.54616079 0.56767992 0.54671566 0.53913629 0.54616079
 0.52585873 0.54671566 0.51463485 0.5033369  0.49832384 0.50113755
 0.49592122 0.46922891 0.47593498 0.46167265]","[0.23426489 0.21537976 0.22962678 0.21564638 0.20927513 0.21537976
 0.20340382 0.21564638 0.19463237 0.18935371 0.1859042  0.18396414
 0.18353814 0.16801818 0.17154026 0.16159661]","[0.48400919 0.46409025 0.47919388 0.46437741 0.45746599 0.46409025
 0.45100312 0.46437741 0.44117159 0.43514791 0.43116609 0.42891041
 0.42841352 0.40990021 0.41417419 0.40199081]","[0.95900462 0.92184027 0.95324254 0.92107166 0.87894116 0.92184027
 0.86163608 0.92107166 0.79720947 0.79946134 0.77440657 0.79594669
 0.72386309 0.69064822 0.69943703 0.68861824]"
29,"[ 201.5421627   381.14336105  251.89186508  402.70042832  557.1078629
  381.14336105  644.79485887  402.70042832  901.33709016  894.62382934
  974.09989754  944.5364204  1210.1421875  1383.84197796 1292.025
 1429.10776673]","[ 4.96626984  7.20735702  5.78819444  7.32678256  8.68094758  7.20735702
  9.77016129  7.32678256 11.54456967 11.80332986 12.69979508 12.08688866
 14.01770833 15.57753292 15.01302083 15.81510347]","[0.72357336 0.70370166 0.71685624 0.70735184 0.69202285 0.70370166
 0.688787   0.70735184 0.67475872 0.66562307 0.66936804 0.67053328
 0.65513718 0.63898468 0.65250513 0.64434092]","[0.43540072 0.41841892 0.4331863  0.42052634 0.40754946 0.41841892
 0.40688601 0.42052634 0.38830091 0.37919021 0.38427708 0.38446013
 0.36842448 0.34746282 0.36306803 0.35341176]","[0.65984902 0.64685309 0.6581689  0.64848002 0.638396   0.64685309
 0.63787617 0.64848002 0.62313795 0.61578423 0.61990086 0.62004849
 0.6069798  0.58945977 0.60255127 0.59448445]","[0.96032722 0.92589151 0.95041608 0.92170001 0.89169872 0.92589151
 0.87465245 0.92170001 0.82698195 0.83031452 0.81301548 0.82084747
 0.77065458 0.74398445 0.75513737 0.73561013]"
30,"[ 234.29861111  443.31166541  289.11656746  474.20912069  644.30670363
  443.31166541  820.61743952  474.20912069 1053.72848361 1102.52289282
 1299.69211066 1161.60119667 1453.93203125 1697.45686643 1711.65208333
 1777.62268207]","[ 7.43154762 10.27815571  8.30902778 10.76996725 12.38331653 10.27815571
 14.30544355 10.76996725 16.11321721 16.87565036 18.60194672 17.50234131
 19.79765625 22.40338619 22.3171875  23.00456866]","[0.54848237 0.52480939 0.54103814 0.51758665 0.50987631 0.52480939
 0.50294319 0.51758665 0.48610525 0.47745435 0.48322465 0.47688817
 0.46167017 0.44194167 0.46053882 0.4429676 ]","[0.22269205 0.2069039  0.2206287  0.20653406 0.19971732 0.2069039
 0.20018134 0.20653406 0.18301624 0.1795196  0.18642673 0.17931319
 0.16816352 0.15512998 0.17201674 0.15584052]","[0.47190259 0.4548669  0.46971129 0.45446019 0.44689744 0.4548669
 0.44741629 0.45446019 0.42780397 0.42369754 0.43177161 0.42345389
 0.41007746 0.39386543 0.41474901 0.39476641]","[0.95957214 0.92419268 0.95011574 0.91890914 0.88983793 0.92419268
 0.85970173 0.91890914 0.82148211 0.81479764 0.7798235  0.80487425
 0.7559229  0.71980633 0.71268692 0.7065765 ]"
31,"[ 192.9312996   422.41219451  266.03397817  385.04257999  543.96522177
  422.41219451  760.09601815  385.04257999  880.13242828 1041.65686785
 1182.77920082  939.12721124 1190.64635417 1487.85837141 1465.46328125
 1382.68234346]","[ 6.34350198  9.52532124  7.60193452  9.18216175 10.66431452  9.52532124
 12.95438508  9.18216175 13.82658811 15.46436004 16.56608607 14.87434964
 16.49895833 19.6294007  19.29817708 18.91883902]","[0.50803183 0.46550219 0.49798012 0.46859981 0.44972093 0.46550219
 0.44306358 0.46859981 0.42485256 0.41837402 0.41858903 0.41827283
 0.39948689 0.37748089 0.3896529  0.38279372]","[0.11820429 0.1051973  0.11421783 0.10583731 0.0988645  0.1051973
 0.09541313 0.10583731 0.08794876 0.08459472 0.08629285 0.0852685
 0.07918837 0.07094224 0.07635919 0.07065537]","[0.34380851 0.32434134 0.33796128 0.32532647 0.31442726 0.32434134
 0.30889016 0.32532647 0.29656156 0.29085171 0.29375645 0.2920077
 0.28140428 0.26634985 0.27633166 0.26581078]","[0.96029061 0.91391998 0.94523931 0.92153528 0.88917177 0.91391998
 0.84511612 0.92153528 0.82249647 0.79191049 0.76143547 0.81239271
 0.76231083 0.70857729 0.70745579 0.72917805]"
32,"[ 215.48015873  401.52632905  257.78869048  433.57016881  612.30241935
  401.52632905  745.54082661  433.57016881  997.2348873   986.03381894
 1194.74974385 1093.48283039 1336.571875   1522.11932276 1567.428125
 1685.3335125 ]","[ 4.72222222  6.8515999   5.60119048  7.22600151  8.55997984  6.8515999
  9.99445565  7.22600151 11.54482582 11.63995838 13.23130123 12.49843913
 13.93072917 15.49260951 15.58072917 16.45202902]","[0.76045393 0.73894841 0.75146948 0.73530316 0.73036138 0.73894841
 0.72230735 0.73530316 0.71407696 0.70988893 0.70491231 0.70281974
 0.69945974 0.68367602 0.68781399 0.68020852]","[0.48289379 0.46643237 0.47857246 0.46122154 0.459565   0.46643237
 0.4544082  0.46122154 0.44331528 0.43579518 0.43472201 0.43137812
 0.426462   0.40911469 0.4151492  0.40555016]","[0.6949056  0.68295855 0.69178932 0.67913294 0.67791224 0.68295855
 0.67409806 0.67913294 0.66581926 0.66014785 0.65933452 0.65679382
 0.65304058 0.63962074 0.64432073 0.6368282 ]","[0.95773884 0.92225139 0.94944106 0.91604666 0.88146297 0.92225139
 0.85567145 0.91604666 0.80947167 0.81394314 0.77173128 0.79366835
 0.74801556 0.72016877 0.70448575 0.69016295]"
33,"[ 233.37227183  462.78558831  272.06125992  434.25296044  663.76058468
  462.78558831  777.75831653  434.25296044 1108.72156762 1203.31451613
 1290.09707992 1133.31971904 1580.26796875 1978.1171728  1836.25208333
 1879.53883365]","[ 6.52108135  9.54648526  7.22594246  9.09700176 11.12197581  9.54648526
 12.60408266  9.09700176 14.97054303 16.18444329 16.99871926 15.47164412
 18.84557292 22.36173072 21.1515625  21.35769954]","[0.61610773 0.5875918  0.60751382 0.58878664 0.57733669 0.5875918
 0.57124019 0.58878664 0.55930427 0.55134603 0.5487212  0.55181734
 0.53969983 0.52079333 0.5295895  0.52177361]","[0.28433814 0.26782844 0.28278201 0.27015169 0.25816868 0.26782844
 0.25762425 0.27015169 0.24503858 0.24251168 0.24110452 0.24561759
 0.2290465  0.22051077 0.22702352 0.22051394]","[0.53323367 0.51752144 0.53177252 0.51976118 0.50810302 0.51752144
 0.50756699 0.51976118 0.49501372 0.49245474 0.49102395 0.49559821
 0.47858802 0.46958574 0.47646985 0.46958912]","[0.96073693 0.92299385 0.95422831 0.9277416  0.88957168 0.92299385
 0.87060953 0.9277416  0.81760793 0.80415406 0.78777578 0.81554611
 0.74296932 0.68504614 0.70133231 0.70074169]"
34,"[ 189.55927579  398.42655581  248.28869048  389.46056941  565.58240927
  398.42655581  731.76083669  389.46056941  957.21004098 1022.44120708
 1196.54994877 1028.98855359 1316.94869792 1587.20478366 1597.70885417
 1621.88255845]","[ 5.85292659  8.80750819  7.00347222  8.71831696 10.28099798  8.80750819
 12.31174395  8.71831696 13.91752049 14.90998959 16.51357582 14.90634755
 16.95911458 19.80247245 19.72291667 20.0239183 ]","[0.61120651 0.57856875 0.60017002 0.58319236 0.57337528 0.57856875
 0.56297546 0.58319236 0.54763195 0.53571646 0.53633343 0.54008289
 0.52791714 0.50116658 0.5151653  0.50272462]","[0.27759902 0.25739231 0.27059479 0.26102642 0.25281054 0.25739231
 0.24565183 0.26102642 0.23562438 0.22605685 0.22759509 0.23125936
 0.22039741 0.19816514 0.20910387 0.20395114]","[0.52687667 0.50733846 0.52018726 0.51090745 0.50280268 0.50733846
 0.49563276 0.51090745 0.48541155 0.47545436 0.47706928 0.48089433
 0.46946502 0.44515743 0.45727876 0.45160949]","[0.96752693 0.93245938 0.95746575 0.93397929 0.9041404  0.93245938
 0.87596985 0.93397929 0.83949442 0.83027667 0.79935368 0.82918984
 0.78154345 0.74196078 0.73495679 0.73632313]"
35,"[ 130.85416667  268.2489292   162.44196429  252.84454523  361.96068548
  268.2489292   456.34601815  252.84454523  592.56608607  652.74739854
  731.38165984  636.47060354  840.76015625 1028.89277076  984.17630208
 1018.39613007]","[ 3.5952381   5.39884102  4.1969246   5.29251701  6.2983871   5.39884102
  7.54410282  5.29251701  8.57940574  9.28798127 10.17110656  9.19953174
 10.80338542 12.69443698 12.41848958 12.61972588]","[0.7690633  0.75035828 0.76090633 0.7504597  0.74062348 0.75035828
 0.73313604 0.7504597  0.72146261 0.7148791  0.71519447 0.71555608
 0.70470046 0.68585412 0.6954628  0.68845945]","[0.49791819 0.48300666 0.49377365 0.48105223 0.47279712 0.48300666
 0.46963231 0.48105223 0.45352274 0.44699674 0.450215   0.44759756
 0.43626112 0.41562755 0.42810655 0.41619408]","[0.70563319 0.6949868  0.70269029 0.69357929 0.68760244 0.6949868
 0.68529724 0.69357929 0.67344097 0.66857815 0.67098062 0.66902733
 0.66050066 0.64469183 0.65429852 0.64513105]","[0.95332969 0.90557218 0.94206362 0.91099476 0.87261084 0.90557218
 0.83939311 0.91099476 0.79424423 0.776227   0.74604353 0.78180696
 0.71202334 0.65657021 0.66290053 0.66007384]"
36,"[ 171.57242063  314.82035777  195.54166667  327.37314185  484.875
  314.82035777  522.04989919  327.37314185  782.92853484  782.18522373
  827.54482582  767.98595213 1050.04895833 1214.40204246 1120.85182292
 1190.72184897]","[ 4.48214286  6.33711262  4.88392857  6.50995213  7.93145161  6.33711262
  8.61441532  6.50995213 10.74871926 10.97554631 11.63550205 10.95889698
 13.2234375  14.79602257 14.06848958 14.65143779]","[0.74976112 0.73104705 0.74624482 0.72858391 0.72378015 0.73104705
 0.71523976 0.72858391 0.70552139 0.70162073 0.698561   0.69774574
 0.69119409 0.67430107 0.68250094 0.67208715]","[0.48990369 0.47533445 0.48680189 0.47197609 0.46941751 0.47533445
 0.46042    0.47197609 0.45169362 0.44351969 0.4439466  0.43913728
 0.43444689 0.4136895  0.42565877 0.41022579]","[0.6999312  0.68944503 0.6977119  0.68700516 0.68514051 0.68944503
 0.67854256 0.68700516 0.67208156 0.66597274 0.66629318 0.66267434
 0.65912585 0.64318698 0.6524253  0.64048871]","[0.95484867 0.91817728 0.94854088 0.91491477 0.87400464 0.91817728
 0.8643454  0.91491477 0.79914293 0.80175296 0.78770238 0.8053518
 0.73407982 0.6998903  0.71616068 0.70574228]"
37,"[ 221.17881944  389.39405392  244.66468254  423.2106324   611.30670363
  389.39405392  695.35811492  423.2106324   982.53739754  949.23361082
 1107.40881148 1030.66909469 1278.56666667 1402.5815641  1428.525
 1481.26793873]","[ 7.31572421 10.00730663  7.87946429 10.3590325  12.28251008 10.00730663
 13.56930444 10.3590325  15.85553279 16.28095734 17.6767418  16.82882414
 18.63072917 20.74549852 20.78489583 21.4721849 ]","[0.52052918 0.48341255 0.50842395 0.48177044 0.46968984 0.48341255
 0.4588736  0.48177044 0.44655509 0.43843982 0.43641383 0.43469824
 0.42965371 0.40044424 0.41700759 0.40660927]","[0.16188818 0.14400309 0.15667222 0.14475063 0.13916524 0.14400309
 0.13287728 0.14475063 0.12811419 0.12135728 0.12213291 0.12173586
 0.11933024 0.10218715 0.11174154 0.10747177]","[0.4023533  0.37947739 0.39581841 0.38046107 0.37304857 0.37947739
 0.36452336 0.38046107 0.35793042 0.34836372 0.34947519 0.34890667
 0.34544209 0.31966725 0.33427763 0.32782887]","[0.95924215 0.92887157 0.95491329 0.92269448 0.88835504 0.92887157
 0.8729956  0.92269448 0.82215483 0.82959354 0.79952401 0.81497426
 0.77063058 0.75244057 0.7436814  0.73855223]"
38,"[ 148.47073413  339.81909801  222.13392857  322.41471403  416.23991935
  339.81909801  630.33618952  322.41471403  696.62858607  883.78876171
 1028.13857582  838.58116545 1004.91067708 1441.46654125 1386.69348958
 1377.03439936]","[ 3.80257937  6.08767952  4.86309524  5.86898463  6.53427419  6.08767952
  8.70060484  5.86898463  8.86577869 10.79968783 11.92289959 10.32778356
 11.37005208 15.0268745  14.52057292 14.48400967]","[0.77048254 0.75714797 0.76575163 0.75231826 0.74454651 0.75714797
 0.73822965 0.75231826 0.72926704 0.72396986 0.72068533 0.72376633
 0.71194557 0.69808299 0.70649183 0.6993848 ]","[0.51703596 0.5059697  0.51388667 0.50216966 0.49404548 0.5059697
 0.48919417 0.50216966 0.4762868  0.47311174 0.47111582 0.47035571
 0.45793864 0.4432396  0.45309326 0.44155837]","[0.71905213 0.71131547 0.71685889 0.7086393  0.70288369 0.71131547
 0.69942417 0.7086393  0.69013535 0.68783118 0.68637877 0.68582484
 0.67671164 0.66576242 0.67312203 0.66449859]","[0.96337819 0.91727172 0.94520842 0.92150878 0.89868844 0.91727172
 0.84657804 0.92150878 0.83271329 0.79046663 0.75310696 0.80118469
 0.76195531 0.66725481 0.67152109 0.6821282 ]"
